meso_num	plant_id	plant_sp	height_i_cm	height_f_cm	dead_all	above_biomass_g	belowBEF_biomass_g
306	sp3	PJA	0.7	1.3	NA	0.001	NA
306	sp4	GSH	1.8	2.3	NA	0.0022	NA
306	sp5	PJA	1.4	1.7	NA	0.0049	NA
306	sp6	GSH	1.2	2.3	NA	0.001	NA
306	sp7	PJA	2.7	3	NA	0.0403	NA
306	sp8	GSH	3.6	3.8	NA	0.015	NA
307	sp1	GMI	0.5	0.7	NA	0.0004	NA
307	sp2	GSH	1.9	2.1	NA	0.002	NA
307	sp3	GMI	0.4	0.4	NA	not_detected	NA
307	sp4	GSH	1.6	2.2	NA	0.0028	NA
307	sp5	GMI	0.5	0.8	NA	not_detected	NA
307	sp6	GSH	8.6	8.6	NA	0.1143	NA
307	sp7	GMI	0.4	0.4	dead	not_detected	NA
307	sp8	GSH	2.4	3.2	NA	0.01	NA
308	sp1	GPR	1.3	1.5	NA	0.001	0.0058
308	sp2	GMI	0.4	0.5	NA	0.0006	NA
308	sp3	GPR	0.8	1.2	NA	0.0019	NA
308	sp4	GMI	0.3	0.2	NA	not_detected	NA
308	sp5	GPR	0.5	0.7	NA	0.0016	NA
308	sp6	GMI	0.1	0.3	NA	not_detected	NA
308	sp7	GPR	0.6	1	NA	0.0001	NA
308	sp8	GMI	0.2	0.3	NA	not_detected	NA
309	sp1	VAN	0.5	0.7	NA	0.0016	NA
309	sp2	VMY	0.8	0.8	NA	0.0016	NA
309	sp3	VAN	2.8	2.2	no_leaves	0.0114	NA
309	sp4	VMY	1.9	2.2	NA	0.0038	NA
309	sp5	VAN	1.5	1.4	NA	0.0017	NA
309	sp6	VMY	1	1.7	NA	0.0032	NA
309	sp7	VAN	1.1	1.5	dead	0.0031	NA
309	sp8	VMY	0.5	1.1	NA	0.0013	NA
310	sp1	CVU	0.7	1.3	NA	0.0008	NA
310	sp2	VMA	1.7	2.8	NA	0.003	NA
310	sp3	KLA	1.4	1.9	NA	0.016	NA
310	sp4	GSH	1.1	2.1	NA	0.0025	NA
310	sp5	CVU	0.7	1.1	NA	0.001	NA
310	sp6	VMA	1.7	3.1	NA	0.0034	NA
310	sp7	KLA	0.6	1	NA	0.0043	NA
310	sp8	GSH	4.2	5.8	NA	0.0218	NA
311	sp1	VMY	1.2	1.7	NA	0.0039	NA
311	sp2	VVI	1	1.8	NA	0.0014	NA
311	sp3	VMA	2.6	3.4	NA	0.0038	NA
311	sp4	KLA	1.5	1.8	NA	0.0107	NA
311	sp5	VMY	3.4	3.3	NA	0.0173	NA
311	sp6	VVI	1.1	4.8	NA	0.005	NA
311	sp7	VMA	2.2	2.9	NA	0.0059	NA
311	sp8	KLA	1.4	1.5	NA	0.0059	NA
312	sp1	VAN	0.8	1.1	NA	0.0009	NA
312	sp2	VCO	2.3	2.6	NA	0.004	NA
312	sp3	VVI	2.3	2.1	NA	0.0023	NA
312	sp4	PJA	1.2	1.4	NA	0.0016	NA
312	sp5	VAN	1.4	2	NA	0.0011	NA
312	sp6	VCO	2	2	NA	0.0019	NA
312	sp7	VVI	1.5	1.8	NA	0.002	NA
312	sp8	PJA	3.3	4.2	NA	0.0295	NA
313	sp1	GPR	1.2	1.3	NA	0.0026	NA
313	sp2	CVU	0.5	0.8	NA	0.0004	NA
313	sp3	VCO	2.5	2.5	NA	0.0128	NA
313	sp4	KLA	1.4	1.1	NA	0.0071	NA
313	sp5	GPR	1.3	1.5	NA	0.0018	NA
313	sp6	CVU	1.6	2.2	NA	0.0034	NA
313	sp7	VCO	2.2	2.4	NA	0.0024	NA
313	sp8	KLA	1.5	1.5	NA	0.0043	NA
314	sp1	CVU	0.5	1	NA	0.0006	NA
314	sp2	VCO	4	4	NA	0.0075	NA
314	sp3	VVI	1.9	2.4	NA	0.0022	NA
314	sp4	KLA	1	1.4	NA	0.0036	NA
314	sp5	CVU	0.4	NA	no_plant	NA	NA
314	sp6	VCO	0.8	2	NA	0.0015	NA
314	sp7	VVI	1	1.8	NA	0.0009	NA
314	sp8	KLA	0.6	1	NA	0.0036	NA
315	sp1	GPR	0.6	0.9	NA	0.0012	0.0121
315	sp2	VVI	0.7	1.1	NA	0.0016	NA
315	sp3	GMI	0.3	0.4	NA	0.0006	NA
315	sp4	GSH	0.9	1	NA	0.0016	NA
315	sp5	GPR	1	0.8	NA	0.0029	NA
315	sp6	VVI	1.1	1.3	NA	0.0019	NA
315	sp7	GMI	0.8	0.7	NA	not_detected	NA
315	sp8	GSH	3.2	3.4	NA	0.0137	NA
316	sp1	VMA	2.4	3.1	NA	0.0042	0.0953
316	sp2	KLA	0.4	0.6	NA	NA	NA
316	sp3	GMI	0.3	0.3	NA	not_detected	NA
316	sp4	GSH	3.1	4.5	NA	0.0097	NA
316	sp5	VMA	4.1	5.1	NA	0.0103	NA
316	sp6	KLA	4	4.2	NA	0.056	NA
316	sp7	GMI	0.4	0.7	NA	not_detected	NA
316	sp8	GSH	2.1	3.9	NA	0.008	NA
317	sp1	CVU	1.1	1.1	NA	0.0006	NA
317	sp2	VCO	1.4	1.9	NA	0.0019	NA
317	sp3	VVI	1.3	1.2	NA	0.0015	NA
317	sp4	GMI	0.3	0.6	NA	not_detected	NA
317	sp5	CVU	0.6	0.6	NA	not_detected	NA
317	sp6	VCO	3.1	3.1	NA	0.0047	NA
317	sp7	VVI	1.9	1.9	NA	0.0011	NA
317	sp8	GMI	0.3	0.5	NA	not_detected	NA
318	sp1	GPR	0.9	1.3	NA	0.0014	NA
318	sp2	CVU	0.9	1.5	NA	0.0015	NA
318	sp3	VVI	0.5	0.7	NA	0.0012	NA
318	sp4	GSH	1.7	1.6	NA	0.0019	NA
318	sp5	GPR	0.6	0.7	NA	0.0016	NA
318	sp6	CVU	0.7	1.5	NA	0.0011	NA
318	sp7	VVI	1.4	1.4	NA	0.0014	NA
318	sp8	GSH	2.4	2.8	NA	0.0032	NA
319	sp1	CVU	0.4	0.4	NA	0.0006	NA
319	sp2	VVI	1.5	1.5	NA	0.0015	NA
319	sp3	KLA	0.5	0.5	NA	0.0011	NA
319	sp4	GMI	0.6	0.6	NA	not_detected	NA
319	sp5	CVU	0.2	0.4	dead	not_detected	NA
319	sp6	VVI	1.2	1.2	NA	0.0015	NA
319	sp7	KLA	2.4	2.5	NA	0.0183	NA
319	sp8	GMI	0.4	0.4	NA	0.0005	NA
320	sp1	GPR	0.9	0.9	NA	0.0012	0.0259
320	sp2	VMY	1	1.1	NA	0.001	NA
320	sp3	KLA	0.5	0.6	NA	not_detected	NA
320	sp4	GSH	3.1	3.6	NA	0.0124	NA
320	sp5	GPR	1.1	1.6	NA	0.0021	NA
320	sp6	VMY	0.7	0.9	NA	0.001	NA
320	sp7	KLA	1.8	1.9	NA	0.0249	NA
320	sp8	GSH	2.4	2.7	NA	0.0037	NA
321	sp1	VCO	2.4	2.7	sick	0.0028	NA
321	sp2	VVI	0.7	2	NA	0.0015	NA
321	sp3	VMA	1.6	2.5	NA	0.0037	NA
321	sp4	GSH	1.8	2.3	NA	0.0026	NA
321	sp5	VCO	1.9	2.6	NA	0.003	NA
321	sp6	VVI	1.1	1.7	NA	0.0014	NA
321	sp7	VMA	1.3	3.1	NA	0.0036	NA
321	sp8	GSH	7.1	45543	NA	0.0994	NA
322	sp1	VAN	1.6	1.5	NA	0.001	NA
322	sp2	VCO	1.1	2.3	NA	0.0034	NA
322	sp3	VMA	2.4	2.6	NA	0.0033	NA
322	sp4	PJA	1.5	2	NA	0.022	NA
322	sp5	VAN	3.5	3.7	NA	0.012	NA
322	sp6	VCO	2	2.2	NA	0.0054	NA
322	sp7	VMA	2	2	NA	0.0035	NA
322	sp8	PJA	3	3	NA	0.0162	NA
323	sp1	VCO	2.4	2.6	NA	0.0035	0.0283
323	sp2	VVI	1.2	1.9	NA	0.0019	NA
323	sp3	KLA	2.5	3.7	NA	0.0138	NA
323	sp4	GMI	0.4	0.5	NA	not_detected	NA
323	sp5	VCO	2.4	2.4	NA	0.0062	NA
323	sp6	VVI	1.4	1.8	NA	0.0024	NA
323	sp7	KLA	0.7	0.9	NA	0.0037	NA
323	sp8	GMI	0.6	0.5	NA	0.0007	NA
324	sp1	VMY	2.5	2.5	NA	0.006	0.0198
324	sp2	VCO	2.2	2.4	NA	0.0024	NA
324	sp3	VVI	1.3	1.9	NA	0.0008	NA
324	sp4	VMA	1.5	1.5	NA	0.0016	NA
324	sp5	VMY	1.3	1.7	NA	not_detected	NA
324	sp6	VCO	2	2.8	NA	0.0025	NA
324	sp7	VVI	1	1.5	NA	0.0007	NA
324	sp8	VMA	3.4	4.7	NA	0.0082	NA
325	sp1	VCO	1.8	2	NA	0.0014	NA
325	sp2	VMA	2.5	2.9	NA	0.0047	NA
325	sp3	KLA	0.2	0.4	NA	0.0006	NA
325	sp4	GSH	0.8	1.7	NA	0.001	NA
325	sp5	VCO	1.1	1.6	NA	0.0021	NA
325	sp6	VMA	2.8	2.5	NA	0.0044	NA
325	sp7	KLA	2.1	2.9	NA	0.0281	NA
325	sp8	GSH	4.3	4.2	NA	0.01	NA
326	sp1	VAN	1.1	1.1	dead	0.0009	0.0264
326	sp2	VMA	2.8	3.4	NA	0.0054	NA
326	sp3	PJA	1.1	1.3	NA	0.0045	NA
326	sp4	GMI	0.3	0.6	NA	not_detected	NA
326	sp5	VAN	0.6	1.7	NA	0.0009	NA
326	sp6	VMA	2.5	3.1	NA	0.0037	NA
326	sp7	PJA	1.2	1.3	NA	0.0021	NA
326	sp8	GMI	0.3	0.5	NA	not_detected	NA
327	sp1	VAN	1	1.5	NA	0.0013	NA
327	sp2	PJA	3	3.3	NA	0.0208	NA
327	sp3	GMI	0.2	0.5	NA	not_detected	NA
327	sp4	GSH	0.8	1.6	NA	0.002	NA
327	sp5	VAN	1.8	2.2	sick	0.0106	NA
327	sp6	PJA	0.5	0.6	NA	0.0019	NA
327	sp7	GMI	0.2	0.4	NA	not_detected	NA
327	sp8	GSH	1	1.5	NA	0.001	NA
328	sp1	GPR	1.1	2.2	NA	0.0028	NA
328	sp2	VCO	2.2	2.7	NA	0.0046	NA
328	sp3	VVI	0.8	1.3	NA	0.002	NA
328	sp4	GMI	0.3	0.6	NA	0.0007	NA
328	sp5	GPR	1.4	1.7	NA	0.0022	NA
328	sp6	VCO	2.3	2.3	dead	0.0031	NA
328	sp7	VVI	1.4	2.3	NA	0.0024	NA
328	sp8	GMI	0.6	0.9	NA	0.0006	NA
329	sp1	GPR	1.8	2.5	NA	0.0033	NA
329	sp2	VCO	1.6	1.9	NA	0.0031	NA
329	sp3	VVI	2.4	2.9	NA	0.003	NA
329	sp4	GSH	0.9	1.6	NA	0.0015	NA
329	sp5	GPR	0.7	45294	NA	0.0019	NA
329	sp6	VCO	1.4	2.9	NA	0.0041	NA
329	sp7	VVI	1.6	3.1	NA	0.0024	NA
329	sp8	GSH	1.1	1.1	NA	0.0008	NA
330	sp1	CVU	0.5	0.5	NA	not_detected	NA
330	sp2	VVI	0.8	0.9	NA	0.0013	NA
330	sp3	GMI	0.4	0.6	NA	0.0005	NA
330	sp4	GSH	0.7	NA	no_plant	NA	NA
330	sp5	CVU	2.4	3	NA	0.0173	NA
330	sp6	VVI	0.7	1.2	NA	0.0018	NA
330	sp7	GMI	0.4	0.5	dead	not_detected	NA
330	sp8	GSH	0.9	0.8	NA	0.0008	NA
331	sp1	VCO	2.9	3.1	NA	0.005	NA
331	sp2	VVI	1.3	1.6	NA	0.001	NA
331	sp3	GMI	0.6	0.7	NA	not_detected	NA
331	sp4	GSH	1	1.1	NA	0.0086	NA
331	sp5	VCO	2.8	3.1	NA	0.0046	NA
331	sp6	VVI	1.2	1.2	NA	0.0019	NA
331	sp7	GMI	0.3	0.5	NA	not_detected	NA
331	sp8	GSH	2.8	3	NA	0.0085	NA
332	sp1	VMY	1.2	1.4	NA	0.0012	0.1088
332	sp2	VMA	2.6	3.1	NA	0.0053	NA
332	sp3	KLA	1.3	1.3	NA	0.0029	NA
332	sp4	GMI	0.1	0.2	NA	not_detected	NA
332	sp5	VMY	5	5	NA	0.0308	NA
332	sp6	VMA	1.6	1.8	NA	0.0039	NA
332	sp7	KLA	3.6	3.3	NA	0.0243	NA
332	sp8	GMI	0.1	0.4	NA	not_detected	NA
333	sp1	GPR	0.7	1.1	NA	0.0035	0.0294
333	sp2	VCO	1.7	1.9	NA	0.0017	NA
333	sp3	VMA	2.5	3.3	NA	0.0056	NA
333	sp4	GMI	0.5	0.5	NA	not_detected	NA
333	sp5	GPR	0.7	0.7	NA	0.0016	NA
333	sp6	VCO	5.5	4.2	sick	0.008	NA
333	sp7	VMA	3.2	3.8	NA	0.0057	NA
333	sp8	GMI	0.3	1.7	NA	0.0009	NA
334	sp1	CVU	0.7	0.6	NA	0.0007	0.1077
334	sp2	VCO	1.4	1.2	NA	0.0009	NA
334	sp3	KLA	2	2.1	sick	0.0071	NA
334	sp4	GMI	0.4	0.5	NA	not_detected	NA
334	sp5	CVU	0.8	1	NA	0.0014	NA
334	sp6	VCO	1.4	1.4	NA	0.0021	NA
334	sp7	KLA	1.1	1.5	NA	0.0115	NA
334	sp8	GMI	0.6	0.6	NA	0.0007	NA
335	sp1	VAN	0.4	0.9	NA	0.0007	NA
335	sp2	CVU	0.5	0.5	NA	0.0005	NA
335	sp3	VCO	1.5	1.8	NA	0.0029	NA
335	sp4	VMA	2.1	2.6	NA	0.0058	NA
335	sp5	VAN	1.2	1.4	NA	0.0019	NA
335	sp6	CVU	1.4	1.5	NA	0.0017	NA
335	sp7	VCO	1.5	1.7	NA	0.0024	NA
335	sp8	VMA	2.5	2.8	NA	0.0041	NA
336	sp1	VVI	0.9	1.2	NA	0.0009	0.0524
336	sp2	VMA	2	2.9	NA	0.0028	NA
336	sp3	KLA	0.7	0.9	NA	0.0011	NA
336	sp4	GMI	0.2	0.3	dead	not_detected	NA
336	sp5	VVI	0.8	0.8	NA	not_detected	NA
336	sp6	VMA	2.5	2.6	NA	0.0032	NA
336	sp7	KLA	4.1	3.5	sick	0.0381	NA
336	sp8	GMI	0.4	0.5	NA	not_detected	NA
337	sp1	VAN	0.5	0.9	NA	NA	NA
337	sp2	VMA	2.5	3.2	NA	NA	NA
337	sp3	GMI	0.2	0.5	NA	NA	NA
337	sp4	GSH	0.9	1.2	NA	NA	NA
337	sp5	VAN	1.4	2.1	NA	NA	NA
337	sp6	VMA	3	3.5	NA	NA	NA
337	sp7	GMI	0.2	0.3	NA	NA	NA
337	sp8	GSH	0.8	1.1	NA	NA	NA
338	sp1	GPR	0.6	1	NA	0.0013	NA
338	sp2	VVI	1.6	2.7	NA	0.0045	NA
338	sp3	VMA	2.4	3.3	NA	0.0064	NA
338	sp4	KLA	1.4	1.5	NA	0.0247	NA
338	sp5	GPR	0.9	1.1	NA	0.0018	NA
338	sp6	VVI	1.6	1.9	NA	0.0017	NA
338	sp7	VMA	2.3	3.1	NA	0.0057	NA
338	sp8	KLA	0.9	1	NA	0.0059	NA
339	sp1	VAN	2.8	3	NA	0.0105	NA
339	sp2	CVU	0.6	0.6	NA	not_detected	NA
339	sp3	VMA	2.1	2.4	NA	0.0024	NA
339	sp4	GSH	5.5	6.8	NA	0.1164	NA
339	sp5	VAN	2.4	3.5	NA	0.0075	NA
339	sp6	CVU	0.8	1.2	NA	not_detected	NA
339	sp7	VMA	3.6	3.6	NA	0.002	NA
339	sp8	GSH	2.1	2.3	NA	0.0049	NA
340	sp1	VAN	1.5	1.5	no_leaves	0.001	NA
340	sp2	VMY	1.5	1.8	NA	0.0009	NA
340	sp3	VCO	2.8	3.2	NA	0.0047	NA
340	sp4	VVI	0.9	1.6	NA	0.0013	NA
340	sp5	VMA	2.5	3.1	NA	0.0041	NA
340	sp6	PJA	2.7	2.9	NA	0.0084	NA
340	sp7	GMI	0.5	0.8	NA	0.0007	NA
340	sp8	GSH	1.4	1.7	NA	0.0015	NA
341	sp1	GPR	1.5	2.1	NA	0.0022	NA
341	sp2	CVU	0.4	0.6	dead	not_detected	NA
341	sp3	VCO	2.8	3	NA	0.0028	NA
341	sp4	VVI	1.6	2.1	NA	0.0018	NA
341	sp5	VMA	3.9	4.3	NA	0.0056	NA
341	sp6	KLA	1.7	2.3	NA	0.0043	NA
341	sp7	GMI	0.3	0.6	NA	not_detected	NA
341	sp8	GSH	0.9	1.2	NA	0.0011	NA
342	sp1	VAN	0.5	1.2	NA	0.001	NA
342	sp2	VMY	1	2	NA	0.0016	NA
342	sp3	VCO	1.9	2.4	dead	0.0023	NA
342	sp4	VVI	1.4	2.6	NA	0.0011	NA
342	sp5	VMA	3.5	4.1	NA	0.0056	NA
342	sp6	KLA	2.6	3.2	NA	0.0167	NA
342	sp7	GMI	0.5	0.5	NA	0.0004	NA
342	sp8	GSH	1.8	2	NA	0.001	NA
343	sp1	VAN	1.6	2.5	NA	0.0036	NA
343	sp2	CVU	1.5	2	NA	0.0012	NA
343	sp3	VCO	1.4	1.7	NA	0.003	NA
343	sp4	VVI	2.7	2.3	NA	0.0012	NA
343	sp5	VMA	4.2	5.1	NA	0.007	NA
343	sp6	PJA	1.3	1.7	NA	0.0038	NA
343	sp7	GMI	0.2	0.4	NA	0.0007	NA
343	sp8	GSH	0.8	0.8	NA	0.0018	NA
344	sp1	GPR	1	1.2	NA	0.0021	NA
344	sp2	VMY	0.9	1.5	NA	0.0033	NA
344	sp3	VCO	1.8	1.8	NA	0.0034	NA
344	sp4	VVI	1	1.4	NA	0.0017	NA
344	sp5	VMA	2.5	3.1	NA	0.0034	NA
344	sp6	KLA	0.9	1.2	NA	0.0073	NA
344	sp7	GMI	0.3	0.4	NA	not_detected	NA
344	sp8	GSH	0.8	1.4	NA	0.0008	NA
345	sp1	VAN	0.6	1.1	NA	0.0011	NA
345	sp2	VMY	9.6	10.4	NA	0.0926	NA
345	sp3	VCO	2.4	2	NA	0.0021	NA
345	sp4	VVI	1.5	1.5	NA	0.0014	NA
345	sp5	VMA	2.4	2.8	NA	0.0053	NA
345	sp6	KLA	0.6	0.8	NA	0.0011	NA
345	sp7	GMI	0.6	0.7	NA	0.0004	NA
345	sp8	GSH	1.6	1.7	NA	0.0032	NA
346	sp1	VAN	0.8	1.2	NA	0.0017	NA
346	sp2	VMY	0.9	1.4	NA	0.0019	NA
346	sp3	VCO	3.1	3.7	NA	0.0093	NA
346	sp4	VVI	1.2	1.4	NA	0.0014	NA
346	sp5	VMA	1.8	2.1	NA	0.0035	NA
346	sp6	PJA	3	3.6	NA	0.0381	NA
346	sp7	GMI	0.6	0.5	NA	not_detected	NA
346	sp8	GSH	1.2	1.7	NA	0.0016	NA
347	sp1	GPR	0.8	0.8	NA	0.0008	0.0128
347	sp2	CVU	2.5	2.9	NA	0.007	NA
347	sp3	VCO	1.6	2.2	NA	0.0018	NA
347	sp4	VVI	1.9	1.8	NA	0.0019	NA
347	sp5	VMA	2	2	NA	0.0014	NA
347	sp6	KLA	1.3	1.3	NA	not_detected	NA
347	sp7	GMI	0.1	0.3	NA	0.0009	NA
347	sp8	GSH	0.5	0.6	NA	0.0042	NA
348	sp1	GPR	1.2	1.2	NA	0.0006	NA
348	sp2	CVU	1.4	1.4	NA	0.0009	NA
348	sp3	VCO	1.6	1.2	dead	0.001	NA
348	sp4	VVI	0.6	0.8	NA	not_detected	NA
348	sp5	VMA	3.7	3.7	NA	0.0054	NA
348	sp6	PJA	3.2	3.2	NA	0.0485	NA
348	sp7	GMI	1	0.7	NA	not_detected	NA
348	sp8	GSH	3	3	NA	0.0076	NA
349	sp1	VAN	1.2	1.8	NA	0.0031	0.0788
349	sp2	VMY	6.9	6.9	NA	0.0316	NA
349	sp3	VCO	2.6	2.7	NA	0.0029	NA
349	sp4	VVI	0.7	0.7	NA	not_detected	NA
349	sp5	VMA	3.6	3.7	NA	0.0042	NA
349	sp6	PJA	4.4	4.9	NA	0.0167	NA
349	sp7	GMI	0.4	0.5	NA	0.0005	NA
349	sp8	GSH	3.7	3.6	NA	0.0122	NA
350	sp1	GPR	1	1.5	NA	0.0024	0.0478
350	sp2	VMY	0.9	1.1	NA	0.0009	NA
350	sp3	VCO	2.4	2.5	NA	0.0067	NA
350	sp4	VVI	1	1	NA	not_detected	NA
350	sp5	VMA	1.1	1.5	NA	0.0022	NA
350	sp6	KLA	3.5	2.7	NA	0.0378	NA
350	sp7	GMI	0.5	0.6	NA	not_detected	NA
350	sp8	GSH	1.5	1.9	NA	0.0128	NA
351	sp1	VAN	1.8	2.7	NA	0.0084	0.0495
351	sp2	CVU	1.1	2.1	NA	0.0015	NA
351	sp3	VCO	3.4	3.6	NA	0.0085	NA
351	sp4	VVI	1.1	1.6	NA	0.0011	NA
351	sp5	VMA	2.8	3.7	NA	0.0057	NA
351	sp6	KLA	1.8	2.1	NA	0.0175	NA
351	sp7	GMI	0.2	0.6	NA	not_detected	NA
351	sp8	GSH	1.7	2.2	NA	0.0025	NA
352	sp1	VAN	0.4	0.8	dead	0.0006	NA
352	sp2	VMY	1.3	1.5	NA	0.0012	NA
352	sp3	VCO	4.2	3.9	dead	0.0057	NA
352	sp4	VVI	1.7	2	NA	0.0026	NA
352	sp5	VMA	2.7	2.9	NA	0.0025	NA
352	sp6	KLA	2.6	2.4	NA	0.0214	NA
352	sp7	GMI	0.3	0.4	NA	not_detected	NA
352	sp8	GSH	1.8	1.9	NA	0.0052	NA
353	sp1	VAN	0.9	1	NA	0.008	0.0541
353	sp2	VMY	5.1	3.8	NA	0.0298	NA
353	sp3	VCO	1	1.2	NA	0.0011	NA
353	sp4	VVI	1	1.2	NA	0.0008	NA
353	sp5	VMA	3.8	4.2	NA	0.0065	NA
353	sp6	KLA	1.6	2.1	NA	0.0023	NA
353	sp7	GMI	0.2	NA	no_plant	NA	NA
353	sp8	GSH	0.7	1.3	NA	0.0032	NA
354	sp1	GPR	0.9	0.9	NA	0.0015	NA
354	sp2	CVU	0.6	0.6	NA	not_detected	NA
354	sp3	VCO	1.8	1.9	NA	0.003	NA
354	sp4	VVI	1.7	1.8	NA	not_detected	NA
354	sp5	VMA	2.5	2.9	NA	0.0036	NA
354	sp6	PJA	3.6	3.8	NA	0.0384	NA
354	sp7	GMI	0.3	0.4	NA	not_detected	NA
354	sp8	GSH	3.9	3.9	NA	0.0077	NA
355	sp1	VAN	4.5	4.7	no_leaves	0.0094	NA
355	sp2	CVU	1.2	1.7	NA	0.0043	NA
355	sp3	VCO	2.4	2.8	NA	0.0045	NA
355	sp4	VVI	1.5	1.6	NA	0.0013	NA
355	sp5	VMA	2.5	3.6	NA	0.0057	NA
355	sp6	KLA	1.1	1.3	NA	0.0023	NA
355	sp7	GMI	0.6	1.1	NA	not_detected	NA
355	sp8	GSH	0.6	1.3	NA	0.0012	NA
356	sp1	GPR	0.6	1.2	NA	0.0015	0.0199
356	sp2	VMY	1.9	2.1	no_leaves	0.0029	NA
356	sp3	VCO	1.7	2.4	NA	0.0038	NA
356	sp4	VVI	1.2	1.4	NA	0.0026	NA
356	sp5	VMA	2.3	3.3	NA	0.0039	NA
356	sp6	KLA	0.2	0.4	NA	not_detected	NA
356	sp7	GMI	0.3	0.4	NA	not_detected	NA
356	sp8	GSH	4	4.9	NA	0.0191	NA
357	sp1	GPR	1.3	2.5	NA	0.0034	NA
357	sp2	CVU	1.2	1.7	NA	0.0036	NA
357	sp3	VCO	1.5	1.5	NA	0.0023	NA
357	sp4	VVI	4.6	4.9	NA	0.0079	NA
357	sp5	VMA	0.8	0.8	NA	0.0005	NA
357	sp6	KLA	0.5	0.6	NA	0.0023	NA
357	sp7	GMI	0.4	0.4	NA	not_detected	NA
357	sp8	GSH	1.1	1.6	NA	0.0015	NA
358	sp1	VAN	2.1	2.1	NA	0.0025	NA
358	sp2	CVU	1.1	1.3	NA	0.0011	NA
358	sp3	VCO	2.2	2.6	NA	0.0022	NA
358	sp4	VVI	1	1.1	NA	0.0012	NA
358	sp5	VMA	3.5	4.6	NA	0.0058	NA
358	sp6	PJA	1	1.7	NA	0.0017	NA
358	sp7	GMI	0.5	0.6	NA	not_detected	NA
358	sp8	GSH	1.4	1.8	NA	0.0019	NA
359	sp1	GPR	1.3	1.5	NA	0.0015	0.0582
359	sp2	VMY	1.9	1.9	NA	0.004	NA
359	sp3	VCO	1.8	2.2	NA	0.0065	NA
359	sp4	VVI	1.1	1.3	NA	0.0008	NA
359	sp5	VMA	2	2.8	NA	0.0021	NA
359	sp6	PJA	2.8	3.2	NA	0.0248	NA
359	sp7	GMI	0.2	0.4	NA	not_detected	NA
359	sp8	GSH	3.8	4.3	NA	0.0225	NA
360	sp1	GPR	0.6	0.9	NA	0.0021	NA
360	sp2	VMY	2.4	2.5	NA	0.0076	NA
360	sp3	VCO	1	1.3	dead	0.0006	NA
360	sp4	VVI	1	1.5	NA	0.0007	NA
360	sp5	VMA	3.4	4	NA	0.0057	NA
360	sp6	KLA	0.4	1.1	NA	0.0006	NA
360	sp7	GMI	0.8	0.7	NA	not_detected	NA
360	sp8	GSH	2.1	2.6	NA	0.0043	NA
361	sp1	GPR	0.9	1.1	NA	0.0014	0.0137
361	sp2	VMY	1.9	2.1	NA	0.0083	NA
361	sp3	VCO	1.5	1.6	dead	0.0027	NA
361	sp4	VVI	1.5	0.7	NA	0.001	NA
361	sp5	VMA	2	2.4	NA	0.0018	NA
361	sp6	PJA	1.3	1.6	NA	0.0029	NA
361	sp7	GMI	0.6	0.4	NA	not_detected	NA
361	sp8	GSH	1.5	1.8	NA	0.0017	NA
362	sp1	VAN	2.1	2.1	sick	0.002	0.0168
362	sp2	VMY	2.4	2.9	NA	0.0051	NA
362	sp3	VCO	1.5	1.7	NA	0.008	NA
362	sp4	VVI	1.9	1.9	NA	0.0011	NA
362	sp5	VMA	3.5	3.6	NA	0.0033	NA
362	sp6	PJA	0.5	1.2	NA	0.0014	NA
362	sp7	GMI	0.3	0.8	NA	not_detected	NA
362	sp8	GSH	0.6	1	NA	0.0007	NA
363	sp1	GPR	0.7	1	NA	0.0023	NA
363	sp2	CVU	0.4	0.7	NA	not_detected	NA
363	sp3	VCO	2.9	3.3	NA	0.006	NA
363	sp4	VVI	0.9	0.9	NA	0.0008	NA
363	sp5	VMA	2.3	2.3	NA	0.0025	NA
363	sp6	KLA	0.4	0.4	NA	not_detected	NA
363	sp7	GMI	0.2	0.4	NA	not_detected	NA
363	sp8	GSH	2	2.2	NA	0.001	NA
364	sp1	VAN	1.1	1.5	NA	0.0012	NA
364	sp2	CVU	0.6	0.7	NA	0.0007	NA
364	sp3	VCO	1.2	1.3	NA	0.0016	NA
364	sp4	VVI	0.7	0.7	NA	0.0035	NA
364	sp5	VMA	1.9	2.2	NA	0.0044	NA
364	sp6	KLA	1.8	0.9	sick	0.0136	NA
364	sp7	GMI	0.1	0.5	NA	not_detected	NA
364	sp8	GSH	1.8	1.9	NA	0.0011	NA
365	sp1	VAN	5.5	5.6	no_leaves	0.0167	NA
365	sp2	CVU	1.5	1.5	NA	0.0024	NA
365	sp3	VCO	2.5	2.4	NA	0.0026	NA
365	sp4	VVI	1.1	1.4	NA	0.0015	NA
365	sp5	VMA	3.2	3.6	NA	0.0051	NA
365	sp6	PJA	3.4	3.8	NA	0.0257	NA
365	sp7	GMI	0.5	0.7	NA	not_detected	NA
365	sp8	GSH	3	4.3	NA	0.0058	NA
366	sp1	VAN	1.7	1.7	NA	0.0012	NA
366	sp2	CVU	1.2	1.3	NA	not_detected	NA
366	sp3	VCO	3	3.1	NA	0.0043	NA
366	sp4	VVI	1.2	1.6	NA	0.0011	NA
366	sp5	VMA	2.6	3.1	NA	0.0051	NA
366	sp6	KLA	1.3	1.3	NA	0.0054	NA
366	sp7	GMI	0.4	0.4	NA	not_detected	NA
366	sp8	GSH	2	1.7	NA	0.0026	NA
